report_id,report_type,start_date,end_date,report_content
479,Weekly,2024-09-26,2024-10-02,"Weekly production summary: Total output 32209 liters. Quality metrics within acceptable ranges. Mean quality: 3.56, Std Dev: 0.53. Mean process: 50.99, Std Dev: 9.46. Raw milk volume: 52067 liters."
480,Monthly,2024-04-29,2024-05-28,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.42, Std Dev: 0.47. Mean process: 59.16, Std Dev: 9.53. Raw milk volume: 226422 liters."
481,Weekly,2024-09-22,2024-09-28,"Weekly production summary: Total output 33268 liters. Quality metrics within acceptable ranges. Mean quality: 3.3, Std Dev: 0.54. Mean process: 54.64, Std Dev: 10.24. Raw milk volume: 51373 liters."
482,Monthly,2024-06-21,2024-07-20,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.71, Std Dev: 0.45. Mean process: 47.35, Std Dev: 9.71. Raw milk volume: 252196 liters."
483,Monthly,2024-06-10,2024-07-09,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.61, Std Dev: 0.6. Mean process: 53.85, Std Dev: 10.5. Raw milk volume: 298735 liters."
484,Weekly,2024-06-16,2024-06-22,"Weekly production summary: Total output 35848 liters. Quality metrics within acceptable ranges. Mean quality: 3.45, Std Dev: 0.49. Mean process: 73.22, Std Dev: 8.5. Raw milk volume: 51566 liters."
485,Monthly,2024-06-14,2024-07-13,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.53, Std Dev: 0.52. Mean process: 65.43, Std Dev: 10.1. Raw milk volume: 248237 liters."
486,Monthly,2024-10-11,2024-11-09,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.53, Std Dev: 0.48. Mean process: 61.35, Std Dev: 9.66. Raw milk volume: 297426 liters."
487,Monthly,2024-10-12,2024-11-10,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.56, Std Dev: 0.48. Mean process: 61.89, Std Dev: 9.97. Raw milk volume: 244438 liters."
488,Weekly,2024-07-27,2024-08-02,"Weekly production summary: Total output 38151 liters. Quality metrics within acceptable ranges. Mean quality: 3.61, Std Dev: 0.5. Mean process: 51.13, Std Dev: 11.26. Raw milk volume: 62037 liters."
489,Monthly,2024-09-24,2024-10-23,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.41, Std Dev: 0.47. Mean process: 57.02, Std Dev: 11.37. Raw milk volume: 295300 liters."
490,Monthly,2024-05-07,2024-06-05,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.29, Std Dev: 0.66. Mean process: 65.28, Std Dev: 10.22. Raw milk volume: 278964 liters."
491,Weekly,2024-08-05,2024-08-11,"Weekly production summary: Total output 34813 liters. Quality metrics within acceptable ranges. Mean quality: 3.49, Std Dev: 0.51. Mean process: 62.61, Std Dev: 10.65. Raw milk volume: 60525 liters."
492,Weekly,2024-05-07,2024-05-13,"Weekly production summary: Total output 35372 liters. Quality metrics within acceptable ranges. Mean quality: 3.56, Std Dev: 0.5. Mean process: 59.01, Std Dev: 9.85. Raw milk volume: 59687 liters."
493,Monthly,2024-07-17,2024-08-15,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.56. Mean process: 62.97, Std Dev: 7.06. Raw milk volume: 294065 liters."
494,Monthly,2024-05-24,2024-06-22,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.57, Std Dev: 0.51. Mean process: 59.91, Std Dev: 9.61. Raw milk volume: 246077 liters."
495,Monthly,2024-04-30,2024-05-29,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.61, Std Dev: 0.55. Mean process: 56.14, Std Dev: 10.41. Raw milk volume: 280589 liters."
496,Monthly,2024-06-14,2024-07-13,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.4, Std Dev: 0.43. Mean process: 56.87, Std Dev: 10.86. Raw milk volume: 207518 liters."
497,Weekly,2024-08-30,2024-09-05,"Weekly production summary: Total output 36655 liters. Quality metrics within acceptable ranges. Mean quality: 3.6, Std Dev: 0.53. Mean process: 63.63, Std Dev: 10.52. Raw milk volume: 61904 liters."
498,Weekly,2024-04-28,2024-05-04,"Weekly production summary: Total output 32339 liters. Quality metrics within acceptable ranges. Mean quality: 3.44, Std Dev: 0.52. Mean process: 64.0, Std Dev: 10.75. Raw milk volume: 69908 liters."
499,Monthly,2024-04-28,2024-05-27,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.62, Std Dev: 0.54. Mean process: 61.76, Std Dev: 11.07. Raw milk volume: 208812 liters."
500,Weekly,2024-09-20,2024-09-26,"Weekly production summary: Total output 36001 liters. Quality metrics within acceptable ranges. Mean quality: 3.5, Std Dev: 0.46. Mean process: 59.18, Std Dev: 9.26. Raw milk volume: 61866 liters."
501,Monthly,2024-08-10,2024-09-08,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.43, Std Dev: 0.49. Mean process: 56.04, Std Dev: 9.69. Raw milk volume: 279310 liters."
502,Weekly,2024-08-31,2024-09-06,"Weekly production summary: Total output 37371 liters. Quality metrics within acceptable ranges. Mean quality: 3.31, Std Dev: 0.51. Mean process: 60.01, Std Dev: 9.18. Raw milk volume: 62155 liters."
503,Monthly,2024-07-17,2024-08-15,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.57, Std Dev: 0.55. Mean process: 51.96, Std Dev: 9.24. Raw milk volume: 275225 liters."
504,Weekly,2024-08-02,2024-08-08,"Weekly production summary: Total output 36012 liters. Quality metrics within acceptable ranges. Mean quality: 3.42, Std Dev: 0.45. Mean process: 64.15, Std Dev: 9.81. Raw milk volume: 63042 liters."
505,Monthly,2024-08-26,2024-09-24,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.47, Std Dev: 0.4. Mean process: 63.18, Std Dev: 8.76. Raw milk volume: 232717 liters."
506,Weekly,2024-04-27,2024-05-03,"Weekly production summary: Total output 33048 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.51. Mean process: 66.8, Std Dev: 8.69. Raw milk volume: 66352 liters."
507,Monthly,2024-10-16,2024-11-14,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.2, Std Dev: 0.51. Mean process: 69.0, Std Dev: 11.24. Raw milk volume: 215435 liters."
508,Monthly,2024-09-19,2024-10-18,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.52, Std Dev: 0.48. Mean process: 64.04, Std Dev: 9.03. Raw milk volume: 292279 liters."
509,Monthly,2024-06-02,2024-07-01,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.55, Std Dev: 0.53. Mean process: 65.3, Std Dev: 12.76. Raw milk volume: 237431 liters."
510,Monthly,2024-05-30,2024-06-28,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.47. Mean process: 59.87, Std Dev: 8.23. Raw milk volume: 217790 liters."
511,Weekly,2024-07-18,2024-07-24,"Weekly production summary: Total output 32828 liters. Quality metrics within acceptable ranges. Mean quality: 3.43, Std Dev: 0.48. Mean process: 57.38, Std Dev: 10.15. Raw milk volume: 64585 liters."
512,Weekly,2024-09-26,2024-10-02,"Weekly production summary: Total output 35236 liters. Quality metrics within acceptable ranges. Mean quality: 3.42, Std Dev: 0.56. Mean process: 60.0, Std Dev: 9.99. Raw milk volume: 61384 liters."
513,Weekly,2024-08-06,2024-08-12,"Weekly production summary: Total output 38882 liters. Quality metrics within acceptable ranges. Mean quality: 3.47, Std Dev: 0.51. Mean process: 64.13, Std Dev: 9.13. Raw milk volume: 59514 liters."
514,Monthly,2024-10-04,2024-11-02,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.43, Std Dev: 0.48. Mean process: 53.27, Std Dev: 9.18. Raw milk volume: 293298 liters."
515,Weekly,2024-09-23,2024-09-29,"Weekly production summary: Total output 35922 liters. Quality metrics within acceptable ranges. Mean quality: 3.45, Std Dev: 0.54. Mean process: 61.31, Std Dev: 10.19. Raw milk volume: 66670 liters."
516,Weekly,2024-05-15,2024-05-21,"Weekly production summary: Total output 33292 liters. Quality metrics within acceptable ranges. Mean quality: 3.59, Std Dev: 0.49. Mean process: 61.95, Std Dev: 9.9. Raw milk volume: 54550 liters."
517,Weekly,2024-09-22,2024-09-28,"Weekly production summary: Total output 38094 liters. Quality metrics within acceptable ranges. Mean quality: 3.53, Std Dev: 0.47. Mean process: 47.81, Std Dev: 9.87. Raw milk volume: 50861 liters."
518,Monthly,2024-08-07,2024-09-05,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.64, Std Dev: 0.55. Mean process: 64.83, Std Dev: 11.24. Raw milk volume: 248353 liters."
519,Monthly,2024-09-25,2024-10-24,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.51, Std Dev: 0.51. Mean process: 56.91, Std Dev: 9.68. Raw milk volume: 217009 liters."
520,Weekly,2024-05-04,2024-05-10,"Weekly production summary: Total output 35067 liters. Quality metrics within acceptable ranges. Mean quality: 3.56, Std Dev: 0.56. Mean process: 59.3, Std Dev: 9.55. Raw milk volume: 63046 liters."
521,Monthly,2024-08-02,2024-08-31,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.53. Mean process: 52.78, Std Dev: 7.7. Raw milk volume: 253665 liters."
522,Weekly,2024-05-16,2024-05-22,"Weekly production summary: Total output 35194 liters. Quality metrics within acceptable ranges. Mean quality: 3.44, Std Dev: 0.44. Mean process: 57.46, Std Dev: 9.85. Raw milk volume: 52430 liters."
523,Monthly,2024-07-21,2024-08-19,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.45, Std Dev: 0.57. Mean process: 61.63, Std Dev: 10.3. Raw milk volume: 267811 liters."
524,Monthly,2024-05-16,2024-06-14,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.56, Std Dev: 0.44. Mean process: 65.2, Std Dev: 9.92. Raw milk volume: 283859 liters."
525,Weekly,2024-09-18,2024-09-24,"Weekly production summary: Total output 32114 liters. Quality metrics within acceptable ranges. Mean quality: 3.57, Std Dev: 0.45. Mean process: 52.23, Std Dev: 10.82. Raw milk volume: 64176 liters."
526,Weekly,2024-09-30,2024-10-06,"Weekly production summary: Total output 32034 liters. Quality metrics within acceptable ranges. Mean quality: 3.54, Std Dev: 0.45. Mean process: 55.65, Std Dev: 11.13. Raw milk volume: 66977 liters."
527,Weekly,2024-06-20,2024-06-26,"Weekly production summary: Total output 32697 liters. Quality metrics within acceptable ranges. Mean quality: 3.38, Std Dev: 0.58. Mean process: 55.5, Std Dev: 10.64. Raw milk volume: 55307 liters."
528,Monthly,2024-09-06,2024-10-05,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.47, Std Dev: 0.53. Mean process: 57.28, Std Dev: 9.84. Raw milk volume: 245353 liters."
529,Monthly,2024-10-03,2024-11-01,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.45. Mean process: 63.7, Std Dev: 9.49. Raw milk volume: 232847 liters."
530,Weekly,2024-08-23,2024-08-29,"Weekly production summary: Total output 39024 liters. Quality metrics within acceptable ranges. Mean quality: 3.48, Std Dev: 0.45. Mean process: 47.19, Std Dev: 9.81. Raw milk volume: 58993 liters."
531,Weekly,2024-08-21,2024-08-27,"Weekly production summary: Total output 34961 liters. Quality metrics within acceptable ranges. Mean quality: 3.74, Std Dev: 0.54. Mean process: 59.9, Std Dev: 9.74. Raw milk volume: 67481 liters."
532,Weekly,2024-07-28,2024-08-03,"Weekly production summary: Total output 32762 liters. Quality metrics within acceptable ranges. Mean quality: 3.5, Std Dev: 0.53. Mean process: 54.1, Std Dev: 11.11. Raw milk volume: 69392 liters."
533,Weekly,2024-05-25,2024-05-31,"Weekly production summary: Total output 39914 liters. Quality metrics within acceptable ranges. Mean quality: 3.57, Std Dev: 0.54. Mean process: 62.19, Std Dev: 10.02. Raw milk volume: 61063 liters."
534,Weekly,2024-09-29,2024-10-05,"Weekly production summary: Total output 30464 liters. Quality metrics within acceptable ranges. Mean quality: 3.57, Std Dev: 0.53. Mean process: 58.23, Std Dev: 9.43. Raw milk volume: 52661 liters."
535,Weekly,2024-08-24,2024-08-30,"Weekly production summary: Total output 39449 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.58. Mean process: 53.8, Std Dev: 8.53. Raw milk volume: 58672 liters."
536,Weekly,2024-09-17,2024-09-23,"Weekly production summary: Total output 39373 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.5. Mean process: 60.87, Std Dev: 10.24. Raw milk volume: 63650 liters."
537,Weekly,2024-07-27,2024-08-02,"Weekly production summary: Total output 38938 liters. Quality metrics within acceptable ranges. Mean quality: 3.48, Std Dev: 0.57. Mean process: 52.0, Std Dev: 9.17. Raw milk volume: 59491 liters."
538,Monthly,2024-07-24,2024-08-22,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.49, Std Dev: 0.42. Mean process: 59.12, Std Dev: 11.66. Raw milk volume: 289783 liters."
539,Monthly,2024-06-18,2024-07-17,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.51. Mean process: 53.7, Std Dev: 9.38. Raw milk volume: 209564 liters."
540,Weekly,2024-05-22,2024-05-28,"Weekly production summary: Total output 37202 liters. Quality metrics within acceptable ranges. Mean quality: 3.46, Std Dev: 0.48. Mean process: 66.41, Std Dev: 10.56. Raw milk volume: 63619 liters."
541,Monthly,2024-07-21,2024-08-19,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.39, Std Dev: 0.51. Mean process: 62.49, Std Dev: 11.14. Raw milk volume: 244589 liters."
542,Weekly,2024-06-21,2024-06-27,"Weekly production summary: Total output 35231 liters. Quality metrics within acceptable ranges. Mean quality: 3.66, Std Dev: 0.45. Mean process: 55.95, Std Dev: 8.74. Raw milk volume: 61317 liters."
543,Monthly,2024-05-17,2024-06-15,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.52. Mean process: 64.94, Std Dev: 9.92. Raw milk volume: 267499 liters."
544,Weekly,2024-06-22,2024-06-28,"Weekly production summary: Total output 33960 liters. Quality metrics within acceptable ranges. Mean quality: 3.47, Std Dev: 0.51. Mean process: 55.82, Std Dev: 12.09. Raw milk volume: 65285 liters."
545,Weekly,2024-06-12,2024-06-18,"Weekly production summary: Total output 37366 liters. Quality metrics within acceptable ranges. Mean quality: 3.34, Std Dev: 0.51. Mean process: 70.12, Std Dev: 10.01. Raw milk volume: 58123 liters."
546,Weekly,2024-05-10,2024-05-16,"Weekly production summary: Total output 30829 liters. Quality metrics within acceptable ranges. Mean quality: 3.48, Std Dev: 0.48. Mean process: 59.1, Std Dev: 11.37. Raw milk volume: 59509 liters."
547,Monthly,2024-10-06,2024-11-04,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.28, Std Dev: 0.58. Mean process: 52.88, Std Dev: 9.73. Raw milk volume: 254805 liters."
548,Weekly,2024-10-07,2024-10-13,"Weekly production summary: Total output 32616 liters. Quality metrics within acceptable ranges. Mean quality: 3.46, Std Dev: 0.53. Mean process: 52.01, Std Dev: 10.46. Raw milk volume: 60729 liters."
549,Monthly,2024-05-28,2024-06-26,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.7, Std Dev: 0.43. Mean process: 60.95, Std Dev: 9.34. Raw milk volume: 265308 liters."
550,Monthly,2024-07-27,2024-08-25,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.5. Mean process: 56.79, Std Dev: 10.49. Raw milk volume: 265191 liters."
551,Weekly,2024-05-09,2024-05-15,"Weekly production summary: Total output 36442 liters. Quality metrics within acceptable ranges. Mean quality: 3.68, Std Dev: 0.49. Mean process: 63.6, Std Dev: 8.71. Raw milk volume: 66562 liters."
552,Monthly,2024-06-07,2024-07-06,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.4, Std Dev: 0.52. Mean process: 67.42, Std Dev: 10.36. Raw milk volume: 276460 liters."
553,Monthly,2024-05-01,2024-05-30,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.47, Std Dev: 0.5. Mean process: 53.75, Std Dev: 10.6. Raw milk volume: 236877 liters."
554,Monthly,2024-08-16,2024-09-14,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.59, Std Dev: 0.48. Mean process: 57.65, Std Dev: 10.27. Raw milk volume: 288148 liters."
555,Monthly,2024-06-16,2024-07-15,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.46, Std Dev: 0.5. Mean process: 70.5, Std Dev: 9.75. Raw milk volume: 201071 liters."
556,Weekly,2024-07-14,2024-07-20,"Weekly production summary: Total output 32194 liters. Quality metrics within acceptable ranges. Mean quality: 3.46, Std Dev: 0.47. Mean process: 63.72, Std Dev: 9.82. Raw milk volume: 58666 liters."
557,Monthly,2024-09-17,2024-10-16,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.57. Mean process: 67.1, Std Dev: 9.4. Raw milk volume: 247964 liters."
558,Weekly,2024-07-08,2024-07-14,"Weekly production summary: Total output 30838 liters. Quality metrics within acceptable ranges. Mean quality: 3.31, Std Dev: 0.55. Mean process: 56.58, Std Dev: 10.79. Raw milk volume: 68686 liters."
559,Weekly,2024-07-01,2024-07-07,"Weekly production summary: Total output 39064 liters. Quality metrics within acceptable ranges. Mean quality: 3.3, Std Dev: 0.54. Mean process: 53.94, Std Dev: 10.73. Raw milk volume: 59456 liters."
560,Weekly,2024-07-06,2024-07-12,"Weekly production summary: Total output 38261 liters. Quality metrics within acceptable ranges. Mean quality: 3.5, Std Dev: 0.45. Mean process: 57.96, Std Dev: 10.69. Raw milk volume: 64757 liters."
561,Monthly,2024-09-29,2024-10-28,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.51, Std Dev: 0.53. Mean process: 69.88, Std Dev: 8.44. Raw milk volume: 289181 liters."
562,Weekly,2024-05-16,2024-05-22,"Weekly production summary: Total output 31584 liters. Quality metrics within acceptable ranges. Mean quality: 3.66, Std Dev: 0.51. Mean process: 55.51, Std Dev: 8.67. Raw milk volume: 62907 liters."
563,Monthly,2024-09-23,2024-10-22,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.55. Mean process: 59.36, Std Dev: 11.51. Raw milk volume: 273116 liters."
564,Monthly,2024-09-15,2024-10-14,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.35, Std Dev: 0.5. Mean process: 53.74, Std Dev: 10.36. Raw milk volume: 226090 liters."
565,Monthly,2024-07-28,2024-08-26,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.59, Std Dev: 0.48. Mean process: 46.98, Std Dev: 10.2. Raw milk volume: 205938 liters."
566,Weekly,2024-05-18,2024-05-24,"Weekly production summary: Total output 35456 liters. Quality metrics within acceptable ranges. Mean quality: 3.54, Std Dev: 0.52. Mean process: 66.18, Std Dev: 8.93. Raw milk volume: 65523 liters."
567,Monthly,2024-05-20,2024-06-18,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.57, Std Dev: 0.56. Mean process: 51.11, Std Dev: 10.32. Raw milk volume: 267568 liters."
568,Weekly,2024-06-24,2024-06-30,"Weekly production summary: Total output 35218 liters. Quality metrics within acceptable ranges. Mean quality: 3.45, Std Dev: 0.5. Mean process: 61.74, Std Dev: 9.51. Raw milk volume: 55324 liters."
569,Monthly,2024-08-19,2024-09-17,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.43, Std Dev: 0.5. Mean process: 54.56, Std Dev: 8.91. Raw milk volume: 277820 liters."
570,Monthly,2024-07-29,2024-08-27,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.57, Std Dev: 0.44. Mean process: 63.33, Std Dev: 10.46. Raw milk volume: 269774 liters."
571,Monthly,2024-09-06,2024-10-05,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.33, Std Dev: 0.47. Mean process: 65.97, Std Dev: 9.02. Raw milk volume: 239294 liters."
572,Monthly,2024-09-27,2024-10-26,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.45, Std Dev: 0.52. Mean process: 63.92, Std Dev: 9.75. Raw milk volume: 248281 liters."
573,Monthly,2024-08-30,2024-09-28,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.57. Mean process: 68.69, Std Dev: 10.98. Raw milk volume: 254596 liters."
574,Monthly,2024-09-23,2024-10-22,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.51, Std Dev: 0.46. Mean process: 55.85, Std Dev: 10.52. Raw milk volume: 203492 liters."
575,Monthly,2024-06-12,2024-07-11,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.57. Mean process: 63.25, Std Dev: 8.5. Raw milk volume: 275821 liters."
576,Weekly,2024-09-09,2024-09-15,"Weekly production summary: Total output 30841 liters. Quality metrics within acceptable ranges. Mean quality: 3.61, Std Dev: 0.45. Mean process: 58.08, Std Dev: 10.25. Raw milk volume: 69120 liters."
577,Monthly,2024-05-25,2024-06-23,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.7, Std Dev: 0.66. Mean process: 63.03, Std Dev: 9.82. Raw milk volume: 282447 liters."
578,Monthly,2024-05-20,2024-06-18,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.55, Std Dev: 0.54. Mean process: 58.4, Std Dev: 11.8. Raw milk volume: 231745 liters."
579,Weekly,2024-08-11,2024-08-17,"Weekly production summary: Total output 31800 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.52. Mean process: 63.33, Std Dev: 10.42. Raw milk volume: 56251 liters."
580,Weekly,2024-07-16,2024-07-22,"Weekly production summary: Total output 35139 liters. Quality metrics within acceptable ranges. Mean quality: 3.58, Std Dev: 0.47. Mean process: 57.21, Std Dev: 8.9. Raw milk volume: 63722 liters."
581,Weekly,2024-07-11,2024-07-17,"Weekly production summary: Total output 33340 liters. Quality metrics within acceptable ranges. Mean quality: 3.54, Std Dev: 0.54. Mean process: 62.29, Std Dev: 11.67. Raw milk volume: 63447 liters."
582,Monthly,2024-10-08,2024-11-06,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.53. Mean process: 54.54, Std Dev: 9.61. Raw milk volume: 292507 liters."
583,Weekly,2024-07-31,2024-08-06,"Weekly production summary: Total output 33397 liters. Quality metrics within acceptable ranges. Mean quality: 3.57, Std Dev: 0.54. Mean process: 58.53, Std Dev: 9.93. Raw milk volume: 68379 liters."
584,Monthly,2024-08-28,2024-09-26,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.35, Std Dev: 0.48. Mean process: 64.45, Std Dev: 10.58. Raw milk volume: 268875 liters."
585,Monthly,2024-06-21,2024-07-20,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.55, Std Dev: 0.5. Mean process: 60.04, Std Dev: 9.34. Raw milk volume: 260249 liters."
586,Monthly,2024-08-06,2024-09-04,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.57, Std Dev: 0.52. Mean process: 62.46, Std Dev: 9.47. Raw milk volume: 288587 liters."
587,Monthly,2024-08-18,2024-09-16,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.28, Std Dev: 0.55. Mean process: 57.61, Std Dev: 9.14. Raw milk volume: 225200 liters."
588,Weekly,2024-06-15,2024-06-21,"Weekly production summary: Total output 39143 liters. Quality metrics within acceptable ranges. Mean quality: 3.57, Std Dev: 0.48. Mean process: 65.3, Std Dev: 10.62. Raw milk volume: 59781 liters."
589,Weekly,2024-06-18,2024-06-24,"Weekly production summary: Total output 34735 liters. Quality metrics within acceptable ranges. Mean quality: 3.57, Std Dev: 0.43. Mean process: 66.06, Std Dev: 10.26. Raw milk volume: 56792 liters."
590,Monthly,2024-06-22,2024-07-21,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.46, Std Dev: 0.51. Mean process: 51.12, Std Dev: 10.41. Raw milk volume: 245718 liters."
591,Monthly,2024-06-16,2024-07-15,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.4, Std Dev: 0.43. Mean process: 52.39, Std Dev: 11.11. Raw milk volume: 275166 liters."
592,Monthly,2024-10-12,2024-11-10,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.58. Mean process: 57.32, Std Dev: 8.29. Raw milk volume: 245237 liters."
593,Weekly,2024-06-17,2024-06-23,"Weekly production summary: Total output 30689 liters. Quality metrics within acceptable ranges. Mean quality: 3.39, Std Dev: 0.56. Mean process: 59.22, Std Dev: 9.45. Raw milk volume: 59425 liters."
594,Weekly,2024-06-28,2024-07-04,"Weekly production summary: Total output 37247 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.53. Mean process: 65.59, Std Dev: 11.45. Raw milk volume: 58403 liters."
595,Monthly,2024-06-02,2024-07-01,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.46, Std Dev: 0.43. Mean process: 57.93, Std Dev: 10.26. Raw milk volume: 270592 liters."
596,Monthly,2024-08-09,2024-09-07,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.4, Std Dev: 0.45. Mean process: 61.72, Std Dev: 9.95. Raw milk volume: 217992 liters."
597,Weekly,2024-08-19,2024-08-25,"Weekly production summary: Total output 39614 liters. Quality metrics within acceptable ranges. Mean quality: 3.5, Std Dev: 0.46. Mean process: 58.85, Std Dev: 9.08. Raw milk volume: 57840 liters."
598,Weekly,2024-05-01,2024-05-07,"Weekly production summary: Total output 38700 liters. Quality metrics within acceptable ranges. Mean quality: 3.59, Std Dev: 0.55. Mean process: 50.77, Std Dev: 9.07. Raw milk volume: 57394 liters."
